bidder-code,bidder-name,banner,video,native,schain,dchain,tcfeu,coppa,gpp,usp,safeframes,deals,client-adapter,server-adapter,user-ids,mobile-apps,floors,fpd,prebid-member,ortb-blocking,multiformat,aliasOf,adapterFilename
bcmint,BCM International,yes,yes,yes,yes,check with bidder,no,check with bidder,check with bidder,yes,yes,check with bidder,yes,yes,all,yes,yes,yes,no,yes,"will-bid-on-one",aso,asoBidAdapter
beachfront,Beachfront,yes,yes,no,yes,check with bidder,yes,check with bidder,some (check with bidder),yes,check with bidder,check with bidder,yes,yes,unifiedId  identityLink  uid2  hadronId,yes,yes,yes,yes,check with bidder,check with bidder,,beachfrontBidAdapter
bedigitech,BEdigitech,yes,no,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,no,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,bedigitechBidAdapter
beintoo,Beintoo,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,yes,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,appnexus,appnexusBidAdapter
bematterfull,Bematterfull,yes,yes,yes,yes,check with bidder,no,yes,check with bidder,yes,check with bidder,check with bidder,no,yes,none,check with bidder,yes,check with bidder,no,check with bidder,"will-bid-on-any",,bematterfullBidAdapter
beop,BeOp,yes,no,no,yes,no,yes,no,tcfeu,no,check with bidder,no,yes,no,none,check with bidder,yes,yes,no,no,"will-bid-on-one",,beopBidAdapter
between,Between,yes,no,no,yes,check with bidder,yes,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,yes,all,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,,betweenBidAdapter
bidbuddy,Bidbuddy,yes,yes,yes,yes,no,yes,yes,tcfeu  usp,yes,yes,no,yes,no,none,no,yes,yes,no,yes,"will-bid-on-any",adkernel,adkernelBidAdapter
biddo,Biddo,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,biddoBidAdapter
bidfuse,Bidfuse,yes,yes,yes,yes,check with bidder,yes,yes,usstate_all,yes,yes,no,yes,no,all,yes,yes,no,no,no,"will-bid-on-one",,bidfuseBidAdapter
bidgency,Bidgency Group,yes,yes,yes,yes,check with bidder,no,check with bidder,check with bidder,yes,yes,check with bidder,yes,yes,all,yes,yes,yes,no,yes,"will-bid-on-one",aso,asoBidAdapter
bidglass,Bid Glass,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,bidglassBidAdapter
bidmachine,Bidmachine,yes,yes,no,yes,no,yes,yes,check with bidder,yes,yes,no,no,yes,none,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,,bidmachineBidAdapter
bidmatic,Bidmatic,yes,yes,no,yes,no,yes,yes,tcfeu  usp,yes,yes,no,yes,yes,all,yes,yes,yes,no,yes,"will-bid-on-one",,bidmaticBidAdapter
bidmyadz,BidMyAdz,yes,yes,yes,yes,check with bidder,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,no,yes,none,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,,bidmyadzBidAdapter
bidscube,BidsCube,yes,yes,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,yes,none,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,,bidscubeBidAdapter
bidsmind,Bidsmind,yes,yes,yes,yes,no,no,no,none,no,check with bidder,yes,yes,yes,none,yes,yes,yes,no,yes,"will-bid-on-any",adverxo,adverxoBidAdapter
bidstack,Bidstack,yes,yes,no,yes,no,yes,no,check with bidder,no,check with bidder,no,no,yes,none,yes,yes,no,no,check with bidder,check with bidder,,bidstackBidAdapter
bidstailamedia,stailamedia Bidder,yes,yes,yes,yes,no,yes,check with bidder,some (check with bidder),yes,yes,yes,yes,no,all,check with bidder,yes,yes,no,check with bidder,"will-bid-on-any",,bidstailamediaBidAdapter
bidsxchange,Bidsxchange,yes,yes,no,yes,check with bidder,yes,yes,some (check with bidder),yes,yes,check with bidder,yes,no,britepoolId  criteo  id5Id  identityLink  liveIntentId  netId  parrableId  pubCommonId  unifiedId,check with bidder,check with bidder,check with bidder,yes,check with bidder,check with bidder,adtelligent,adtelligentBidAdapter
bidtheatre,Bidtheatre,yes,yes,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,check with bidder,yes,yes,yes,yes,none,yes,yes,yes,no,partial,"will-bid-on-one",,bidtheatreBidAdapter
big-richmedia,BigRichMedia,yes,yes,no,yes,check with bidder,yes,yes,check with bidder,yes,check with bidder,check with bidder,yes,no,criteo  unifiedId  netId  identityLink  uid2,check with bidder,yes,yes,no,check with bidder,check with bidder,,big-richmediaBidAdapter
bigoad,BigoAd,yes,yes,yes,yes,no,no,yes,none,no,check with bidder,no,no,yes,none,no,no,no,no,yes,"will-bid-on-one",,bigoadBidAdapter
bitmedia,Bitmedia,yes,no,no,no,no,no,no,none,no,yes,no,yes,no,none,check with bidder,yes,no,no,no,"will-not-bid",,bitmediaBidAdapter
blasto,Blasto,yes,yes,yes,yes,check with bidder,no,yes,check with bidder,yes,yes,yes,yes,yes,all,yes,yes,no,no,yes,"will-bid-on-one",,blastoBidAdapter
bliink,BLIINK,yes,yes,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,yes,yes,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,bliinkBidAdapter
blis,blis,yes,yes,yes,yes,no,yes,yes,tcfeu  usnat  usp,yes,check with bidder,yes,no,yes,none,yes,yes,no,yes,partial,"will-bid-on-one",,blisBidAdapter
blockthrough,Blockthrough,yes,no,no,yes,no,no,no,usp,yes,check with bidder,check with bidder,yes,yes,none,check with bidder,yes,yes,no,no,"will-not-bid",,blockthroughBidAdapter
blue,Blue,yes,no,no,yes,check with bidder,yes,check with bidder,check with bidder,check with bidder,yes,check with bidder,yes,yes,id5Id  identityLink  pubProvidedId,yes,yes,check with bidder,no,check with bidder,check with bidder,,blueBidAdapter
bluebillywig,Blue Billywig,yes,yes,no,yes,check with bidder,yes,yes,check with bidder,yes,check with bidder,check with bidder,yes,no,britepoolId  criteo  id5Id  identityLink  liveIntentId  netId  parrableId  pubCommonId  unifiedId,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,bluebillywigBidAdapter
bluesea,Bluesea,yes,yes,yes,yes,check with bidder,yes,yes,check with bidder,yes,check with bidder,check with bidder,no,yes,none,yes,yes,yes,no,yes,"will-bid-on-one",,blueseaBidAdapter
blutonic,bluTonic,yes,yes,yes,yes,no,yes,yes,tcfeu  usp,yes,yes,no,yes,no,none,no,yes,yes,no,yes,"will-bid-on-any",adkernel,adkernelBidAdapter
bms,Blue Media Services LTDA,yes,no,no,yes,check with bidder,yes,check with bidder,check with bidder,check with bidder,yes,check with bidder,yes,no,id5Id  identityLink  pubProvidedId,no,yes,check with bidder,no,check with bidder,check with bidder,,bmsBidAdapter
bmtm,Bright Mountain Media,yes,yes,no,yes,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,yes,id5Id  sharedId,check with bidder,yes,check with bidder,no,check with bidder,check with bidder,,bmtmBidAdapter
boldwin,Boldwin,yes,yes,yes,check with bidder,check with bidder,yes,yes,some (check with bidder),yes,yes,check with bidder,yes,yes,none,yes,yes,check with bidder,no,check with bidder,"will-bid-on-one",,boldwinBidAdapter
brainx,brainx,yes,no,no,yes,no,no,no,none,no,check with bidder,yes,yes,no,none,check with bidder,yes,no,no,yes,"will-bid-on-any",,brainxBidAdapter
brainy,brainy,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,brainyBidAdapter
brave,Brave,yes,yes,yes,yes,no,yes,yes,check with bidder,yes,yes,yes,yes,yes,none,yes,yes,no,no,yes,check with bidder,,braveBidAdapter
brid,Brid,yes,yes,no,yes,check with bidder,yes,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,bridBidAdapter
sonarads,Bridgeupp,yes,no,no,yes,check with bidder,yes,yes,check with bidder,yes,check with bidder,no,yes,no,none,yes,yes,no,no,check with bidder,"will-bid-on-any",,sonaradsBidAdapter
bridgewell,Bridgewell,yes,no,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,all,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,bridgewellBidAdapter
brightroll,Brightroll,yes,yes,no,yes,check with bidder,no,yes,check with bidder,check with bidder,check with bidder,check with bidder,no,no,none,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,,brightrollBidAdapter
browsi,Browsi,no,yes,no,yes,check with bidder,yes,check with bidder,check with bidder,yes,yes,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,browsiBidAdapter
bucksense,Bucksense,yes,no,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,bucksenseBidAdapter
buzzoola,Buzzoola,yes,yes,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,buzzoolaBidAdapter
bwx,BoldwinX,yes,yes,yes,yes,check with bidder,yes,yes,check with bidder,yes,yes,check with bidder,no,yes,none,check with bidder,yes,check with bidder,no,check with bidder,"will-bid-on-any",,bwxBidAdapter
c1x,C1X,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,no,check with bidder,check with bidder,no,check with bidder,check with bidder,,c1xBidAdapter
cadent_aperture_mx,Cadent Aperture MX,yes,yes,no,yes,check with bidder,yes,check with bidder,some (check with bidder),yes,check with bidder,check with bidder,yes,yes,identityLink  uid2,check with bidder,yes,check with bidder,no,check with bidder,check with bidder,,cadentApertureMXBidAdapter
caroda,Caroda,yes,yes,no,yes,check with bidder,yes,yes,check with bidder,yes,yes,no,yes,no,all,check with bidder,yes,yes,no,no,check with bidder,,carodaBidAdapter
ccx,Clickonometrics,yes,yes,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,yes,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,ccxBidAdapter
chtnw,chtnw,yes,yes,yes,no,no,no,no,check with bidder,no,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,chtnwBidAdapter
cleanmedianet,Clean Media Net,yes,yes,no,yes,check with bidder,yes,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,yes,all,check with bidder,check with bidder,check with bidder,no,yes,"will-bid-on-one",gamoshi,gamoshiBidAdapter
clickforce,Clickforce,yes,no,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,clickforceBidAdapter
CodeFuel,CodeFuel,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,no,check with bidder,check with bidder,yes,yes,none,check with bidder,no,check with bidder,no,check with bidder,check with bidder,,CodeFuelBidAdapter
cointraffic,Cointraffic,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,yes,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,cointrafficBidAdapter
coinzilla,Coinzilla,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,yes,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,coinzillaBidAdapter
collectcent,Collectcent,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,collectcentBidAdapter
colombia,Colombia,yes,yes,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,no,check with bidder,yes,yes,check with bidder,"will-bid-on-one",,colombiaBidAdapter
colossus,Colossus,yes,yes,yes,yes,check with bidder,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,no,yes,britepoolid  identityLink  unifiedId  id5Id  uid2,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,,colossusBidAdapter
colossusssp,Colossus,yes,yes,yes,yes,check with bidder,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,no,britepoolid  identityLink  unifiedId  id5Id  uid2,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,colossussspBidAdapter
compass,Compass,yes,yes,yes,yes,check with bidder,yes,yes,tcfeu  usstate_all  usp,yes,check with bidder,check with bidder,yes,yes,none,yes,yes,check with bidder,no,check with bidder,check with bidder,,compassBidAdapter
conceptx,Conceptx,yes,no,no,no,check with bidder,yes,no,check with bidder,no,yes,check with bidder,yes,no,all,no,yes,check with bidder,no,check with bidder,check with bidder,,conceptxBidAdapter
concert,Concert,yes,yes,no,check with bidder,check with bidder,no,check with bidder,some (check with bidder),yes,check with bidder,yes,yes,yes,sharedId  unifiedId  uid2,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,,concertBidAdapter
condorx,CondorX,yes,no,yes,yes,no,yes,no,check with bidder,no,check with bidder,no,yes,no,none,check with bidder,yes,no,no,no,"will-bid-on-any",,condorxBidAdapter
connatix,Connatix,yes,yes,no,no,no,yes,no,tcfeu  usp,yes,yes,yes,yes,yes,none,check with bidder,yes,no,no,yes,"will-bid-on-one",,connatixBidAdapter
connectad,ConnectAd,yes,no,no,yes,check with bidder,yes,yes,check with bidder,yes,yes,check with bidder,yes,yes,britepoolId  criteo  id5Id  identityLink  liveIntentId  netId  parrableId  pubCommonId  unifiedId,check with bidder,yes,check with bidder,yes,check with bidder,check with bidder,,connectadBidAdapter
connektai,connekt.ai,yes,yes,no,yes,no,no,yes,check with bidder,yes,yes,yes,no,yes,none,check with bidder,yes,no,no,yes,"will-bid-on-any",,connektaiBidAdapter
consumable,Consumable,yes,yes,no,yes,check with bidder,yes,yes,some (check with bidder),yes,yes,yes,no,yes,all,yes,yes,yes,no,check with bidder,"will-bid-on-one",,consumableBidAdapter
consumable,Consumable,yes,yes,no,yes,check with bidder,yes,yes,some (check with bidder),yes,yes,yes,yes,no,all,yes,yes,yes,no,check with bidder,"will-bid-on-one",,consumableBidAdapter
contentexchange,ContentExchange,yes,yes,yes,yes,check with bidder,yes,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,no,none,no,check with bidder,check with bidder,no,check with bidder,check with bidder,,contentexchangeBidAdapter
contentignite,Content Ignite,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,contentigniteBidAdapter
contxtful,Contxtful,yes,yes,no,yes,check with bidder,no,yes,check with bidder,yes,yes,check with bidder,yes,yes,none,no,yes,yes,yes,yes,"will-bid-on-any",,contxtfulBidAdapter
converge,Converge-Digital,yes,yes,yes,yes,no,yes,yes,tcfeu  usp,yes,yes,no,yes,no,none,no,yes,yes,no,yes,"will-bid-on-any",adkernel,adkernelBidAdapter
copper6ssp,Copper6SSP,yes,yes,yes,yes,check with bidder,yes,yes,usstate_all,yes,yes,no,yes,yes,all,yes,yes,no,no,no,"will-bid-on-one",,copper6sspBidAdapter
cordless,Cordless.co,yes,yes,yes,yes,check with bidder,no,check with bidder,check with bidder,yes,yes,check with bidder,yes,yes,all,yes,yes,yes,no,yes,"will-bid-on-one",aso,asoBidAdapter
cox,Cox,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,coxBidAdapter
cpmstar,CPMStar,yes,yes,no,yes,check with bidder,yes,yes,check with bidder,yes,check with bidder,check with bidder,yes,yes,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,cpmstarBidAdapter
craft,craft,yes,no,no,yes,check with bidder,no,no,check with bidder,no,check with bidder,check with bidder,yes,no,all,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,craftBidAdapter
criteo,Criteo,yes,yes,yes,yes,check with bidder,yes,yes,some (check with bidder),yes,check with bidder,check with bidder,yes,yes,britepoolId  criteo  id5Id  identityLink  liveIntentId  netId  parrableId  pubCommonId  pubProvidedId  sharedId  unifiedId,check with bidder,yes,yes,yes,check with bidder,"will-bid-on-any",,criteoBidAdapter
cwire,C-WIRE,yes,no,no,no,check with bidder,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,yes,yes,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,cwireBidAdapter
dailymotion,Dailymotion,yes,yes,no,check with bidder,check with bidder,yes,yes,some (check with bidder),yes,yes,yes,yes,no,none,check with bidder,yes,check with bidder,yes,no,check with bidder,,dailymotionBidAdapter
danmarket,DAN Marketplace,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,danmarketBidAdapter
datablocks,DataBlocks,yes,no,yes,yes,check with bidder,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,yes,criteo unifiedId netId pubcid,yes,check with bidder,check with bidder,yes,check with bidder,check with bidder,,datablocksBidAdapter
datawrkz,Datawrkz,yes,yes,yes,check with bidder,check with bidder,no,yes,check with bidder,yes,check with bidder,yes,yes,no,none,check with bidder,yes,check with bidder,no,check with bidder,check with bidder,,datawrkzBidAdapter
deepintent,Deepintent,yes,yes,no,check with bidder,check with bidder,yes,yes,usp  usnat  usstate_all,yes,check with bidder,check with bidder,yes,yes,none,check with bidder,yes,check with bidder,no,check with bidder,check with bidder,,deepintentBidAdapter
definemedia,DEFINE MEDIA,yes,no,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,check with bidder,yes,no,yes,yes,none,no,check with bidder,check with bidder,no,check with bidder,check with bidder,,definemediaBidAdapter
defymedia,Defy Media,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,appnexus,appnexusBidAdapter
deltaprojects,Delta Projects,yes,no,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,yes,check with bidder,no,check with bidder,check with bidder,,deltaprojectsBidAdapter
denakop,Denakop,yes,yes,yes,yes,no,yes,yes,tcfeu  usp,yes,yes,no,yes,no,none,no,yes,yes,no,yes,"will-bid-on-any",adkernel,adkernelBidAdapter
dexerto,Dexerto,yes,no,no,no,check with bidder,no,yes,usstate_all,yes,check with bidder,yes,yes,no,none,check with bidder,yes,check with bidder,no,no,check with bidder,,dexertoBidAdapter
dianomi,Dianomi,yes,yes,yes,yes,check with bidder,yes,no,check with bidder,yes,check with bidder,check with bidder,yes,yes,all,check with bidder,yes,yes,yes,check with bidder,"will-bid-on-one",,dianomiBidAdapter
didnadisplay,diDNA Display,yes,yes,yes,yes,no,yes,yes,tcfeu  usp,yes,yes,no,yes,no,none,no,yes,yes,no,yes,"will-bid-on-any",adkernel,adkernelBidAdapter
didnavideo,diDNA Video,yes,yes,no,yes,check with bidder,yes,check with bidder,check with bidder,yes,yes,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,aniview,aniviewBidAdapter
digiad,Digiad DMCC,yes,yes,yes,yes,no,yes,yes,tcfeu  usp,yes,yes,no,yes,no,none,no,yes,yes,no,yes,"will-bid-on-any",adkernel,adkernelBidAdapter
digitalcaramel,Digitalcaramel,yes,yes,no,check with bidder,check with bidder,no,no,check with bidder,no,yes,no,yes,no,none,check with bidder,no,no,no,no,"will-bid-on-one",,digitalcaramelBidAdapter
digitalMatter,Digital Matter,yes,no,no,no,no,yes,no,none,no,check with bidder,no,yes,no,none,check with bidder,no,no,no,no,"will-bid-on-one",,digitalMatterBidAdapter
discovery,DiscoveryDsp,yes,no,yes,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,discoveryBidAdapter
displayio,Displayio,yes,yes,no,yes,check with bidder,yes,yes,check with bidder,yes,yes,check with bidder,yes,yes,none,yes,yes,check with bidder,no,yes,check with bidder,,displayioBidAdapter
displayioads,DisplayioAds,yes,yes,yes,yes,no,yes,yes,tcfeu  usp,yes,yes,no,yes,no,none,no,yes,yes,no,yes,"will-bid-on-any",adkernel,adkernelBidAdapter
districtm,DistrictM,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,districtmBidAdapter
districtmDMX,DistrictmDMX,yes,no,no,yes,check with bidder,no,yes,check with bidder,yes,check with bidder,check with bidder,yes,no,britepoolId  criteo  id5Id  identityLink  intentiq  liveIntentId  netId  parrableId  pubCommonId  unifiedId,check with bidder,yes,check with bidder,no,check with bidder,check with bidder,,districtmDMXBidAdapter
distroscale,DistroScale,yes,no,no,yes,check with bidder,yes,yes,check with bidder,yes,check with bidder,check with bidder,yes,no,all,check with bidder,yes,yes,yes,check with bidder,check with bidder,,distroscaleBidAdapter
divreach,DivReach,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,adbutler,adbutlerBidAdapter
djax,Djax,yes,yes,no,no,no,no,check with bidder,check with bidder,no,check with bidder,no,yes,no,none,check with bidder,no,no,no,no,"will-bid-on-one",,djaxBidAdapter
dmx,DistrictM DMX,yes,yes,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,no,yes,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,dmxBidAdapter
doceree,Doceree,yes,no,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,docereeBidAdapter
docereeadmanager,Doceree AdManager,yes,no,no,yes,check with bidder,yes,check with bidder,check with bidder,check with bidder,yes,yes,yes,no,all (with commercial activation),check with bidder,yes,no,no,check with bidder,check with bidder,,docereeAdManagerBidAdapter
dochase,Dochase,yes,no,yes,no,check with bidder,no,yes,usstate_all  usnat,yes,check with bidder,yes,yes,no,none,check with bidder,yes,check with bidder,no,no,check with bidder,,dochaseBidAdapter
driftpixel,driftpixel,yes,yes,no,yes,check with bidder,no,yes,check with bidder,yes,yes,check with bidder,yes,yes,none,check with bidder,yes,check with bidder,no,check with bidder,"will-bid-on-any",,driftpixelBidAdapter
dsp_geniee,Geniee,yes,no,no,no,no,no,no,none,no,check with bidder,no,yes,no,none,check with bidder,yes,no,no,yes,"will-bid-on-one",,dsp_genieeBidAdapter
dspx,DSPx,yes,yes,no,yes,check with bidder,yes,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,uid2  netId  id5Id  sharedId,check with bidder,check with bidder,check with bidder,no,check with bidder,"will-bid-on-one",,dspxBidAdapter
duration,Duration Media,yes,yes,no,yes,check with bidder,yes,yes,check with bidder,yes,yes,check with bidder,yes,yes,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,nobid,nobidBidAdapter
dvgroup,dvgroup,yes,yes,no,check with bidder,check with bidder,no,no,check with bidder,no,yes,no,yes,no,none,check with bidder,yes,no,no,no,"will-bid-on-one",,dvgroupBidAdapter
dxkulture,DXKulture,yes,yes,no,yes,check with bidder,no,check with bidder,check with bidder,yes,check with bidder,check with bidder,yes,yes,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,dxkultureBidAdapter
dxtech,DXTech,yes,yes,no,yes,check with bidder,no,check with bidder,check with bidder,yes,yes,yes,yes,no,none,check with bidder,yes,no,no,partial,"will-bid-on-one",,dxtechBidAdapter
e_volution,E-volution tech,yes,yes,yes,yes,check with bidder,yes,yes,usstate_all,yes,yes,no,yes,yes,all,yes,yes,no,no,no,"will-bid-on-one",,e_volutionBidAdapter
easybid,Easybid,yes,yes,yes,yes,no,yes,check with bidder,tcfeu,yes,yes,yes,yes,yes,all,check with bidder,yes,yes,no,check with bidder,"will-bid-on-any",,easybidBidAdapter
ebdr,EngageBDR,yes,yes,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,yes,no,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,ebdrBidAdapter
eclick,eClick,yes,no,yes,no,no,no,no,check with bidder,no,check with bidder,no,yes,no,none,check with bidder,no,yes,no,no,"will-bid-on-one",,eclickBidAdapter
eclickads,EClickAds,yes,no,yes,no,no,no,no,check with bidder,no,check with bidder,no,yes,no,none,check with bidder,no,yes,no,no,"will-bid-on-one",,eclickadsBidAdapter
edge226,Edge226,yes,yes,yes,yes,check with bidder,yes,yes,check with bidder,yes,yes,check with bidder,yes,yes,none,yes,yes,check with bidder,no,check with bidder,"will-bid-on-one",,edge226BidAdapter
ehealthcaresolutions,eHealthcareSolutions,yes,no,yes,no,check with bidder,no,yes,usstate_all,yes,check with bidder,yes,yes,no,none,check with bidder,yes,check with bidder,no,no,check with bidder,,ehealthcaresolutionsBidAdapter
ehealthcaresolutions,eHealthcareSolutions,yes,no,yes,no,check with bidder,no,yes,usstate_all,yes,check with bidder,yes,yes,no,none,check with bidder,yes,check with bidder,no,no,check with bidder,,ehealthcaresolutionsBidAdapter
eightPod,8pod,yes,yes,no,no,no,no,no,none,no,check with bidder,no,yes,no,check with bidder,check with bidder,no,yes,no,no,"will-not-bid",,eightPodBidAdapter
embimedia,Embi Media,yes,yes,yes,yes,check with bidder,no,yes,check with bidder,yes,check with bidder,check with bidder,no,yes,all,check with bidder,no,no,no,yes,"will-bid-on-one",limelightDigital,limelightDigitalBidAdapter
emetriq,emetriq,yes,yes,yes,yes,check with bidder,yes,check with bidder,check with bidder,check with bidder,yes,yes,yes,yes,none,check with bidder,check with bidder,check with bidder,no,check with bidder,"will-bid-on-any",appnexus,appnexusBidAdapter
empower,Empower,yes,yes,no,yes,no,yes,yes,tcfeu  tcfca  usnat  usstate_all  usp,yes,yes,yes,yes,no,all,check with bidder,yes,yes,no,yes,"will-bid-on-one",,empowerBidAdapter
emtv,EMTV,yes,yes,yes,yes,check with bidder,no,yes,check with bidder,yes,yes,check with bidder,yes,yes,none,yes,yes,check with bidder,no,check with bidder,"will-not-bid",,emtvBidAdapter
engageadx,EngageADX,yes,yes,yes,yes,no,yes,yes,tcfeu  usp,yes,yes,no,yes,no,none,no,yes,yes,no,yes,"will-bid-on-any",adkernel,adkernelBidAdapter
engagebdr,Engage BDR,yes,no,no,check with bidder,check with bidder,no,check with bidder,check with bidder,check with bidder,check with bidder,check with bidder,no,yes,none,check with bidder,check with bidder,check with bidder,no,check with bidder,check with bidder,,engagebdrBidAdapter
